subject,file,stimuli_order,item_id,headword,meaning,example,Response,RT_ms
43,cleaned_22a,530,697,民运,名词。有关人民生活物资的运输工作。,为了确保春节期间市场供应充足，政府加大了对民运车辆的调度力度，以保障人民生活物资能够及时送达。,7,3288.199999982025
43,cleaned_22a,531,783,爆炒,动词。烹调方法，用滚油快速翻炒。,爆炒腰花。,4,2399.799999994226
43,cleaned_22a,532,742,清音,名词。曲艺的一种，流行于四川、重庆，用琵琶、二胡等伴奏。,在茶馆的一角，一位艺人正弹奏着琵琶，轻唱着四川清音，那悠扬的歌声和动听的旋律吸引了众多茶客的驻足聆听。,7,5135.099999981932
43,cleaned_22a,533,1023,迫降,动词。强迫非法越境或严重违反飞行纪律的飞机在指定的机场降落。,政府军获得的第二个胜利是炸毁和迫降了美国和台湾蒋介石集团供给叛军的十架以上的飞机。,5,3292.599999981932
43,cleaned_22a,534,603,整点,名词。以小时为单位表示整数的钟点。,整点报时。,3,2711.59999999404
43,cleaned_22a,535,229,口服,动词。内服。,口服药。,3,2347.800000005867
43,cleaned_22a,536,284,喳喳,动词。小声说话。,他在老伴儿的耳边喳喳了两句。,3,1494.699999982025
43,cleaned_22a,537,187,别子,名词。烟袋荷包的坠饰。,那位老人手中的烟袋上挂着一个玉制的别子，它随着老人的步伐轻轻摇晃，散发出一种古朴而典雅的气息。,7,3953.799999999814
43,cleaned_22a,538,1003,转载,动词。过载。把一个运输工具上装载的东西卸下来，装到另一个运输工具上。,为了确保货物能够按时到达目的地，工人们迅速地将这批物资从卡车上转载到了火车上。,5,3010.699999982025
43,cleaned_22a,539,112,作为,动词。做出成绩。,有所作为。,5,9760.200000005774
43,cleaned_22a,540,438,师弟,名词。称师傅或老师的儿子或父亲的男弟子中年龄比自己小的人。,师弟初来乍到，对很多事情还不太熟悉。,4,6347.099999987986
43,cleaned_22a,541,400,对头,形容词。合得来（多用于否定式）。,两个人脾气不对头，处不好。,3,3046.799999988172
43,cleaned_22a,542,141,做工,名词。指制作的技术或质量。,这件衣服做工很细。,4,2864.90000000596
43,cleaned_22a,543,1096,风头,名词。风势。,避避风头。,4,4030.000000006054
43,cleaned_22a,544,48,下来,动词；趋向动词。用在动词后，表示由高处向低处或由远处向近处来。,把树上的苹果摘下来。,3,2543.299999982119
43,cleaned_22a,545,427,尽量,动词。达到最大限度。,喝了半斤白酒，还没尽量。,7,5051.899999988265
43,cleaned_22a,546,748,滚开,形容词。液体温度高，达到沸点以上。,一壶滚开的水。,4,4993.599999981932
43,cleaned_22a,547,612,文饰,名词。文辞方面的修饰。,这段描写，文饰较少。,6,3037.299999982119
43,cleaned_22a,548,450,应声,副词。随着声音。,一枪打去，匪首应声倒下。,5,1723.899999988265
43,cleaned_22a,549,420,小曲,名词。酿造白酒、黄酒或江米酒用的一种曲，块儿比大曲小。也叫酒药。,酿造黄酒时，需要加入一种特殊的小曲，它的块儿比大曲小，但却能够引导糖化和发酵过程，使黄酒具有独特的风味。,7,2122.599999987986
43,cleaned_22a,550,69,不复,副词。不再。,不复存在。,5,2119.40000000596
43,cleaned_22a,551,656,机制,名词。机体的构造、功能和相互关系，如动脉硬化的机制。,人体内的免疫机制是一种精妙的设计，它能够识别和抵御外来病原体，保护我们的健康。,5,5696.100000000093
43,cleaned_22a,552,592,播种,动词。播撒种子。,早播种，早出苗。,4,2954.200000005774
43,cleaned_22a,553,246,同行,名词。同行业的人。,路上碰到一个同行，聊了几句。,5,7239.399999993853
43,cleaned_22a,554,3,一线,名词。战争的最前线。,一线作战部队。,5,2569.800000005867
43,cleaned_22a,555,698,民运,名词。民营的运输业。,近年来，随着电商的蓬勃发展，民运公司如雨后春笋般涌现。,7,2667.799999982119
43,cleaned_22a,556,568,拉皮,动词。通过手术等方法使松弛的皮肤变紧。,拉皮是近年来热门的美容手术。,7,2124.099999987986
43,cleaned_22a,557,1030,透析,动词。渗析。,在化学实验中，透析常被用来从溶液中去除小分子杂质，以提纯大分子化合物。,6,7553.999999993946
43,cleaned_22a,558,977,起来,动词。由躺、卧而坐，由坐、跪而站。,你起来，让老太太坐下。,3,9677.200000005774
43,cleaned_22a,559,889,肚子,名词。物体圆而凸起像肚子的部分。,腿肚子。,2,2085.499999987893
44,cleaned_22b,560,1006,过年,动词。在新年或春节期间进行庆祝等活动。,洋学堂是不过年的，我晓得。,2,4984.900000000009
44,cleaned_22b,561,881,罢了,动词。因遇到困难而作罢。,春节本来想去旅游，可买不到票，只好罢了。,4,8224.000000000015
44,cleaned_22b,562,902,自然,形容词。自由发展；不经人力干预（区别于“人工、人造”）。,自然免疫。,4,2366
44,cleaned_22b,563,545,把子,量词。人一群、一帮叫一把子（多含贬义）。,一把子土匪。,6,3439.799999999988
44,cleaned_22b,564,13,上来,动词。开始；起头。,一上来就很卖力气。,5,4401.199999999983
44,cleaned_22b,565,345,大方,形容词。对于财物不计较；不吝啬。,他很大方，不会计较这几个钱。,2,4730.100000000006
44,cleaned_22b,566,245,同行,动词。行业相同。,他俩同行，都是学医的。,5,3663.199999999983
44,cleaned_22b,567,1105,鱼白,名词。鱼肚白。,东方一线鱼白，黎明已经到来。,7,2414.500000000029
44,cleaned_22b,568,371,女人,名词。〈口语〉妻子。,这钻不出来的原因，我想是一定为了我的女人和两个孩子的吵闹。,4,6622.300000000017
44,cleaned_22b,569,898,自在,形容词。安闲舒适。,他们俩的小日子过得挺自在。,4,2006.899999999994
44,cleaned_22b,570,481,引种,动词。把外地的优良品种引入本地种植。,农民们通过引种，成功改良了本地的种植结构，使得本地农业取得了显著的发展。,7,2284.400000000023
44,cleaned_22b,571,9998,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,2,6235.5
44,cleaned_22b,572,501,急难,名词。危急的事；危难。,急难之中见人心。,6,10215.60000000003
44,cleaned_22b,573,653,朱雀,名词。道教所奉的南方的神。也叫朱鸟。,朱雀不仅是星宿的象征，还是古代神话中代表南方的神祇，与青龙、白虎、玄武共同守护四方。,5,2044.999999999971
44,cleaned_22b,574,1079,集注,动词。汇集前人关于某部书的注释再加上自己的见解进行注释（多用于书名）。,《四书集注》。,7,2608.099999999977
44,cleaned_22b,575,726,活路,名词。能够生活下去的办法。,得找条活路，不能等着挨饿。,4,1815.100000000006
44,cleaned_22b,576,552,投注,动词。投放注入（资金等）。,第一次见面，林珊便痴情投注真爱。,6,3491.5
44,cleaned_22b,577,234,合体,名词。汉字按结构可分独体、合体。合体是由两个或更多的独体合成的，如“解”由“角、刀、牛”合成，“横”由“木”和“黄”合成。,合体字在汉字结构上更常指上下、左右等结构的字。,2,4810.5
44,cleaned_22b,578,847,神道,名词。墓道。,神道碑。,7,3542.5
44,cleaned_22b,579,530,打尖,动词。掐去棉花、番茄等植株的顶尖儿。,我自从放假后就一直在家给棉花打尖。,6,3803.699999999983
44,cleaned_22b,580,355,大王,名词。古代对国君、诸侯王的尊称。,大王今天巡视了城池，百姓们纷纷前来观看。,2,2493.499999999971
44,cleaned_22b,581,138,做功,名词。戏曲中演员的动作和表情。,她做功大方稳重，眼神尤佳。,7,1719.000000000029
44,cleaned_22b,582,716,油饼,名词。油料作物的种子榨油后剩下的压成饼状的渣滓，如豆饼、花生饼等，多用作饲料或肥料。,农民们将大豆榨油后剩余的油饼收集起来，这些富含营养的豆饼不仅成为了家畜们喜爱的饲料，还被用作田地里的优质有机肥料，促进了农作物的茁壮成长，实现了资源的循环利用。,6,13887.60000000001
44,cleaned_22b,583,750,满怀,名词。指整个前胸部分。,没留神跟他撞个满怀。,5,49653
44,cleaned_22b,584,25,上装,名词。上衣。,那个发育未全的小兵，照例尾随着他，穿着一件普通兵士的上装，一直盖过膝头。,4,14063.20000000001
44,cleaned_22b,585,516,成数,名词。一数为另一数的几成，泛指比率。,应在生产组内找标准劳动力，互相比较，评成数。,7,2628.299999999988
44,cleaned_22b,586,973,赛会,名词。旧时的一种民俗活动，用仪仗和吹打演唱迎神像出庙，巡游于街巷或村庄间。,我常存着这样的一个希望：这一次所见的赛会，比前一次繁盛些。,7,2808.399999999965
44,cleaned_22b,587,929,血拼,动词。指进行激烈的殴斗或竞争。,与敌人血拼到底。,5,1829.5
44,cleaned_22b,588,96,人家,名词。住户。,这个村子有百十户人家。,2,2274.399999999965
44,cleaned_22b,589,805,球台,名词。球体被两个平行平面所截而夹在两平面中间的部分。,在数学中，夹在两平行平面间的部分叫做球台，两平行平面间的距离叫做球台的高。,6,3340.099999999977
44,cleaned_22b,590,1087,面子,名词。物体的表面。,这件袍子的面子很好看。,4,3504.5
44,cleaned_22b,591,411,小儿,名词。〈口语〉指幼年。,我从小儿就喜欢在院子里追逐蝴蝶，享受大自然的乐趣。,2,3691.199999999953
44,cleaned_22b,592,340,大大,副词。强调数量很大或程度很深。,费用大大超过了预算。,3,2441.299999999988
44,cleaned_22b,593,586,插播,动词。在已经播过种的地里穿插着播另一种作物的种子。,为了提高土地的利用率和农作物的多样性，农民们决定在已经播种小麦的田地里，再插播一些豌豆种子，期待来年能有一个更加丰富的收获。,5,6647.200000000012
44,cleaned_22b,594,441,师爷,名词。幕友的俗称。,包揽词讼的师爷。,7,3150.5
44,cleaned_22b,595,893,脉金,名词。中医指给医生的酬金。,老中医经验丰富，治好了疑难杂症，这笔丰厚的脉金实属应该。,7,1739.799999999988
44,cleaned_22b,596,494,当日,名词；时间词。当天。,当日的事，当日做完。,4,12846.39999999997
44,cleaned_22b,597,77,东西,名词。指从东到西的距离。,这座城东西三里。,5,5965.899999999965
44,cleaned_22b,598,386,字号,名词。指商店。,这是一家老字号。,5,2330.400000000023
44,cleaned_22b,599,753,滴答,动词。成滴地落下。,汗直往下滴答。,4,6169.200000000012
44,cleaned_22b,600,987,起火,名词。带着苇子秆的花炮，点着后能升得很高。,一夜人声杂沓，语笑喧阗，爆竹起火，络绎不绝。,5,7280.199999999953
44,cleaned_22b,601,5,一线,数量词。形容极其细微。,一线生机。,6,6832.5
44,cleaned_22b,602,882,罢了,动词。表示容忍，有勉强放过暂不深究或无可奈何的意思；算了。,他自己不愿参加也就罢了，干吗还不让别人参加？,3,2130.70000000007
44,cleaned_22b,603,93,乖乖,形容词。（乖乖儿的）顺从；听话。,孩子们都乖乖儿地坐着听阿姨讲故事。,2,2650.299999999988
44,cleaned_22b,604,1078,集注,动词。（精神、眼光等）集中。,代表们的眼光都集注在大会主席台上。,6,3709.899999999965
44,cleaned_22b,605,887,肚子,名词。用作食品的动物的胃。,猪肚子。,5,7528.70000000007
44,cleaned_22b,606,1044,避讳,动词。回避。,都是自己人，用不着避讳。,5,1532.900000000023
44,cleaned_22b,607,1077,难处,名词。困难。,各有各的难处。,3,1406.600000000035
44,cleaned_22b,608,669,松散,形容词。（事物结构）不紧密；（精神）不集中。,注意力松散。,5,4117.800000000047
44,cleaned_22b,609,117,作法,名词。作文的方法。,文章作法。,6,2149.700000000012
44,cleaned_22b,610,405,对开,动词。对半分配，即双方各占一半。,在分配这个月的预算时，我们决定对开，一半用于日常开销，一半用于储蓄和投资。,4,3381.5
44,cleaned_22b,611,849,私房,形容词；属性词。家庭成员个人积蓄的（财物）。,私房钱。,5,2648.20000000007
44,cleaned_22b,612,313,垛口,动词。指曲艺演员将好几句押韵的唱词一句紧接一句地唱出来。,他在表演中垛口唱出了整段戏曲，赢得了观众的阵阵掌声。,5,3666
44,cleaned_22b,613,1051,重利,动词。〈书面语〉看重钱财。,重利轻义。,7,2458.099999999977
44,cleaned_22b,614,497,得了,形容词。表示情况很严重（用于反问或否定式）。,不得了啦，出了事故啦！,3,12861.60000000003
44,cleaned_22b,615,671,松散,形容词。（制度、纪律等）执行不严格。,纪律松散。,5,2703.400000000023
44,cleaned_22b,616,680,正旦,名词。〈书面语〉农历正月初一日。,正旦这天，人们纷纷前往寺庙祈福，希望新的一年平安吉祥。,5,2869.299999999988
44,cleaned_22b,617,917,苦头,名词。稍苦的味道。,这口井的水带点儿苦头儿。,6,6734.79999999993
44,cleaned_22b,618,565,拆散,动词。使成套的物件分散。,这套瓷器千万不要拆散了。,5,4674.79999999993
44,cleaned_22b,619,664,来得,动词。〈口语〉胜任。,他说话有点儿口吃，笔底下倒来得。,6,8124.5
44,cleaned_22b,620,99,人家,代词；人称代词。指自己或某人以外的人；别人。,人家都不怕，就你怕。,2,2277.100000000035
44,cleaned_22b,621,573,招子,名词。招贴。,他到处贴招子，想找个熟练工。,7,11395.40000000002
44,cleaned_22b,622,801,狂劲,名词。张狂的劲头。,足球运动员的年身价，借着球迷的狂劲扶摇直上。,5,17464.09999999998
44,cleaned_22b,623,519,扑打,动词。用扁平的东西猛然朝下打。,扑打蝗虫。,5,2010.899999999907
44,cleaned_22b,624,260,呱呱,拟声词。〈书面语〉形容小儿哭声。,呱呱而泣。,6,3010.099999999977
