item_id,word_id,sense_id,headword,pinyin_tag,pinyin,definition,pos_tag,pos,sense_tag,sense,meaning,example,character_count,homograph,polyseme,XDHYCD,XDHYDCD,HYDCD,Oxford,Baidu,Online
203,74,1,卷子,juǎn·zi,juǎnzi,"<entry id=""28181""><hwg><hw>卷子</hw><pinyin>juǎn·zi</pinyin></hwg><def><ps>名</ps>一种面食，和（<pinyin>huó</pinyin>）面制成薄片，一面涂上油盐等，再卷起蒸熟。</def><def>　另见<pinyin>juàn·zi</pinyin>。</def>",名词。,名词,一种面食，和面制成薄片，一面涂上油盐等，再卷起蒸熟。,一种面食，和面制成薄片，一面涂上油盐等，再卷起蒸熟。,名词。一种面食，和面制成薄片，一面涂上油盐等，再卷起蒸熟。,只一会工夫，许多卷子、烙饼、煮鸡蛋、咸鸭蛋，塞满了队员们的手里。,63,1,0,,1.0,,,,
204,74,2,卷子,juàn·zi,juànzi,"<entry id=""28189""><hwg><hw>卷子</hw><pinyin>juàn·zi</pinyin></hwg><def><ps>名</ps></def><def><num>❶</num> 考试写答案的薄本子或单页纸；试卷：<ex>发～｜改～。</ex></def><def><num>❷</num> 指可以卷起来的古抄本：<ex>敦煌～。</ex></def><def>　另见<pinyin>juǎn·zi</pinyin>。</def>",名词。,名词,考试写答案的薄本子或单页纸；试卷。,考试写答案的薄本子或单页纸；试卷。,名词。考试写答案的薄本子或单页纸；试卷。,改卷子。,26,1,1,1.0,,,,,
205,74,3,卷子,juàn·zi,juànzi,"<entry id=""28189""><hwg><hw>卷子</hw><pinyin>juàn·zi</pinyin></hwg><def><ps>名</ps></def><def><num>❶</num> 考试写答案的薄本子或单页纸；试卷：<ex>发～｜改～。</ex></def><def><num>❷</num> 指可以卷起来的古抄本：<ex>敦煌～。</ex></def><def>　另见<pinyin>juǎn·zi</pinyin>。</def>",名词。,名词,指可以卷起来的古抄本。,指可以卷起来的古抄本。,名词。指可以卷起来的古抄本。,敦煌卷子。,21,1,1,1.0,,,,,
206,75,1,压制,yāzhì,yāzhì,"<entry id=""59136""><hwg><hw>压制<sup>1</sup></hw><pinyin>yāzhì</pinyin></hwg><def><ps>动</ps>竭力限制或制止；抑制：<ex>不要～批评｜～不住自己的愤怒。</ex></def>",动词。,动词,竭力限制或制止；抑制。,竭力限制或制止；抑制。,动词。竭力限制或制止；抑制。,压制不住自己的愤怒。,26,0,0,1.0,,,,,
207,75,2,压制,yāzhì,yāzhì,"<entry id=""59137""><hwg><hw>压制<sup>2</sup></hw><pinyin>yāzhì</pinyin></hwg><def><ps>动</ps>用压的方法制造：<ex>～砖坯。</ex></def>",动词。,动词,用压的方法制造。,用压的方法制造。,动词。用压的方法制造。,压制砖坯。,18,0,0,1.0,,,,,
208,76,1,去势,qù//shì,qùshì,"<entry id=""42601""><hwg><hw>去势<sup>1</sup></hw><pinyin>qù//shì</pinyin></hwg><def><ps>动</ps>阉割（多指对男人或雄性动物）。</def>",动词。,动词,阉割（多指对男人或雄性动物）。,阉割（多指对男人或雄性动物）。,动词。阉割（多指对男人或雄性动物）。,现在你已经是变成了中性——半去势的文人了。,41,0,0,,1.0,,,,
209,76,2,去势,qùshì,qùshì,"<entry id=""42602""><hwg><hw>去势<sup>2</sup></hw><pinyin>qùshì</pinyin></hwg><def><ps>名</ps>动作或事情在终了时的气势：<ex>～如风｜来头大，～小。</ex></def>",名词。,名词,动作或事情在终了时的气势。,动作或事情在终了时的气势。,名词。动作或事情在终了时的气势。,来头大，去势小。,26,0,0,1.0,,,,,
210,77,1,参拍,cānpāi,cānpāi,"<entry id=""04783""><hwg><hw>参拍<sup>1</sup></hw><pinyin>cānpāi</pinyin></hwg><def><ps>动</ps>（物品）参加拍卖：<ex>一批在海外收藏多年的瓷器近日回国～。</ex></def>",动词。,动词,（物品）参加拍卖。,（物品）参加拍卖。,动词。（物品）参加拍卖。,一批在海外收藏多年的瓷器近日回国参拍。,33,0,0,1.0,,,,,
211,77,2,参拍,cānpāi,cānpāi,"<entry id=""04784""><hwg><hw>参拍<sup>2</sup></hw><pinyin>cānpāi</pinyin></hwg><def><ps>动</ps>参加拍摄（影视片等）：<ex>这部影片有多名影星～。</ex></def>",动词。,动词,参加拍摄（影视片等）。,参加拍摄（影视片等）。,动词。参加拍摄（影视片等）。,这部影片有多名影星参拍。,28,0,0,1.0,,,,,
212,78,1,反正,fǎnzhèng,fǎnzhèng,"<entry id=""14288""><hwg><hw>反正</hw><pinyin>fǎnzhèng</pinyin></hwg><def><ps>动</ps></def><def><num>❶</num> 指重新归于正道：<ex>拨乱～。</ex></def><def><num>❷</num> 敌方的军队或人员投到己方。</def>",动词。,动词,指重新归于正道。,指重新归于正道。,动词。指重新归于正道。,拨乱反正。,18,0,1,1.0,,,,,
213,78,2,反正,fǎnzhèng,fǎnzhèng,"<entry id=""14288""><hwg><hw>反正</hw><pinyin>fǎnzhèng</pinyin></hwg><def><ps>动</ps></def><def><num>❶</num> 指重新归于正道：<ex>拨乱～。</ex></def><def><num>❷</num> 敌方的军队或人员投到己方。</def>",动词。,动词,敌方的军队或人员投到己方。,敌方的军队或人员投到己方。,动词。敌方的军队或人员投到己方。,敌方将领看到大势已去，决定率领手下反正，向我们投降。,44,0,1,,,,,1.0,
214,78,3,反正,fǎn·zhèng,fǎnzhèng,"<entry id=""14289""><hwg><hw>反正</hw><pinyin>fǎn·zhèng</pinyin></hwg><def><ps>副</ps></def><def><num>❶</num> 表示情况虽然不同而结果并无区别：<ex>～去不去都是一样｜不管你怎么说，～他不答应。</ex></def><def><num>❷</num> 表示坚决肯定的语气：<ex>你别着急，～不是什么要紧的大事。</ex></def>",副词。,副词,表示情况虽然不同而结果并无区别。,表示情况虽然不同而结果并无区别。,副词。表示情况虽然不同而结果并无区别。,反正去不去都是一样。,31,0,1,1.0,,,,,
215,78,4,反正,fǎn·zhèng,fǎnzhèng,"<entry id=""14289""><hwg><hw>反正</hw><pinyin>fǎn·zhèng</pinyin></hwg><def><ps>副</ps></def><def><num>❶</num> 表示情况虽然不同而结果并无区别：<ex>～去不去都是一样｜不管你怎么说，～他不答应。</ex></def><def><num>❷</num> 表示坚决肯定的语气：<ex>你别着急，～不是什么要紧的大事。</ex></def>",副词。,副词,表示坚决肯定的语气。,表示坚决肯定的语气。,副词。表示坚决肯定的语气。,你别着急，反正不是什么要紧的大事。,32,0,1,1.0,,,,,
216,79,1,发蒙,fāmēng,fāmēng,"<entry id=""13816""><hwg><hw>发蒙</hw><pinyin>fāmēng</pinyin></hwg><def>〈口〉<ps>动</ps>犯糊涂；弄不清楚：<ex>一人一个说法，听得我直～。</ex></def>",动词。,动词,〈口〉犯糊涂；弄不清楚。,〈口语〉犯糊涂；弄不清楚。,动词。〈口语〉犯糊涂；弄不清楚。,一人一个说法，听得我直发蒙。,32,1,0,1.0,,,,,
217,79,2,发蒙,fāméng,fāméng,"<entry id=""13817""><hwg><hw>发蒙</hw><pinyin>fāméng</pinyin></hwg><def><ps>动</ps>旧时指教少年、儿童开始识字读书：<ex>～读物。</ex></def>",动词。,动词,旧时指教少年、儿童开始识字读书。,旧时指教少年、儿童开始识字读书。,动词。旧时指教少年、儿童开始识字读书。,发蒙读物。,26,1,0,1.0,,,,,
218,80,1,发送,fāsòng,fāsòng,"<entry id=""13854""><hwg><hw>发送</hw><pinyin>fāsòng</pinyin></hwg><def><ps>动</ps>发出；送出：<ex>～文件｜～无线电信号｜这个火车站每天～旅客在五万人以上。</ex></def>",动词。,动词,发出；送出。,发出；送出。,动词。发出；送出。,发送文件。,16,1,0,1.0,,,,,
219,80,2,发送,fā·song,fāsong,"<entry id=""13855""><hwg><hw>发送</hw><pinyin>fā·song</pinyin></hwg><def><ps>动</ps>办丧事，特指殡葬。</def>",动词。,动词,办丧事，特指殡葬。,办丧事，特指殡葬。,动词。办丧事，特指殡葬。,我已经发送了一个姑爷，还得再给亲家母打幡儿吗？,37,1,0,,1.0,,,,
220,81,1,受用,shòuyòng,shòuyòng,"<entry id=""47527""><hwg><hw>受用</hw><pinyin>shòuyòng</pinyin></hwg><def><ps>动</ps>享用；得益：<ex>学会这种本领，一辈子～不尽。</ex></def>",动词。,动词,享用；得益。,享用；得益。,动词。享用；得益。,学会这种本领，一辈子受用不尽。,26,1,0,1.0,,,,,
221,81,2,受用,shòu·yong,shòuyong,"<entry id=""47528""><hwg><hw>受用</hw><pinyin>shòu·yong</pinyin></hwg><def><ps>形</ps>身心舒服（多用于否定式）：<ex>听了这番话，他心里很不～。</ex></def>",形容词。,形容词,身心舒服（多用于否定式）。,身心舒服（多用于否定式）。,形容词。身心舒服（多用于否定式）。,听了这番话，他心里很不受用。,33,1,0,1.0,,,,,
222,82,1,受累,shòu//lěi,shòulěi,"<entry id=""47495""><hwg><hw>受累</hw><pinyin>shòu//lěi</pinyin></hwg><def><ps>动</ps>受到拖累或连累：<ex>一人出事，全家～。</ex></def>",动词。,动词,受到拖累或连累。,受到拖累或连累。,动词。受到拖累或连累。,一人出事，全家受累。,23,1,0,1.0,,,,,
223,82,2,受累,shòu//lèi,shòulèi,"<entry id=""47496""><hwg><hw>受累</hw><pinyin>shòu//lèi</pinyin></hwg><def><ps>动</ps>受到劳累；消耗精神气力（也常用作客气话）：<ex>这么远来看我，让您～了。</ex></def>",动词。,动词,受到劳累；消耗精神气力（也常用作客气话）。,受到劳累；消耗精神气力（也常用作客气话）。,动词。受到劳累；消耗精神气力（也常用作客气话）。,这么远来看我，让您受累了。,39,1,0,1.0,,,,,
224,83,1,口子,kǒu·zi,kǒuzi,"<entry id=""29712""><hwg><hw>口子<sup>1</sup></hw><pinyin>kǒu·zi</pinyin></hwg><def><ps>名</ps></def><def><num>❶</num> （山谷、水道等）大的豁口：<ex>山谷的～上有一座选矿厂。</ex></def><def><num>❷</num> （人体、物体的表层）破裂的地方：<ex>不小心手上拉（<pinyin>lá</pinyin>）了一个～。</ex></def>",名词。,名词,（山谷、水道等）大的豁口。,（山谷、水道等）大的豁口。,名词。（山谷、水道等）大的豁口。,山谷的口子上有一座选矿厂。,31,0,1,1.0,,,,,
225,83,2,口子,kǒu·zi,kǒuzi,"<entry id=""29712""><hwg><hw>口子<sup>1</sup></hw><pinyin>kǒu·zi</pinyin></hwg><def><ps>名</ps></def><def><num>❶</num> （山谷、水道等）大的豁口：<ex>山谷的～上有一座选矿厂。</ex></def><def><num>❷</num> （人体、物体的表层）破裂的地方：<ex>不小心手上拉（<pinyin>lá</pinyin>）了一个～。</ex></def>",名词。,名词,（人体、物体的表层）破裂的地方。,（人体、物体的表层）破裂的地方。,名词。（人体、物体的表层）破裂的地方。,不小心手上拉了一个口子。,33,0,1,1.0,,,,,
226,83,3,口子,kǒu·zi,kǒuzi,"<entry id=""29713""><hwg><hw>口子<sup>2</sup></hw><pinyin>kǒu·zi</pinyin></hwg><def>〈口〉<ps>量</ps></def><def><num>❶</num> 用于人：<ex>你们家有几～？</ex></def><def><num>❷</num> 跟“那、这”连用，称说自己或别人的配偶：<ex>我们家那～整天都很忙。</ex></def>",量词。,量词,〈口〉用于人。,〈口语〉用于人。,量词。〈口语〉用于人。,你们家有几口子？,21,0,1,1.0,,,,,
227,83,4,口子,kǒu·zi,kǒuzi,"<entry id=""29713""><hwg><hw>口子<sup>2</sup></hw><pinyin>kǒu·zi</pinyin></hwg><def>〈口〉<ps>量</ps></def><def><num>❶</num> 用于人：<ex>你们家有几～？</ex></def><def><num>❷</num> 跟“那、这”连用，称说自己或别人的配偶：<ex>我们家那～整天都很忙。</ex></def>",量词。,量词,〈口〉跟“那、这”连用，称说自己或别人的配偶。,〈口语〉跟“那、这”连用，称说自己或别人的配偶。,量词。〈口语〉跟“那、这”连用，称说自己或别人的配偶。,我们家那口子整天都很忙。,41,0,1,1.0,,,,,
228,84,1,口服,kǒufú,kǒufú,"<entry id=""29646""><hwg><hw>口服<sup>1</sup></hw><pinyin>kǒufú</pinyin></hwg><def><ps>动</ps>口头上表示信服：<ex>～心不服。</ex></def>",动词。,动词,口头上表示信服。,口头上表示信服。,动词。口头上表示信服。,口服心不服。,19,0,0,1.0,,,,,
229,84,2,口服,kǒufú,kǒufú,"<entry id=""29647""><hwg><hw>口服<sup>2</sup></hw><pinyin>kǒufú</pinyin></hwg><def><ps>动</ps>内服：<ex>～药｜～液。</ex></def>",动词。,动词,内服。,内服。,动词。内服。,口服药。,12,0,0,1.0,,,,,
230,85,1,口轻,kǒuqīng,kǒuqīng,"<entry id=""29672""><hwg><hw>口轻<sup>1</sup></hw><pinyin>kǒuqīng</pinyin></hwg><def><ps>形</ps></def><def><num>❶</num> 菜或汤的味<small>儿</small>不咸：<ex>我喜欢吃～的，请你少放点<small>儿</small>盐。</ex></def><def><num>❷</num> 指人爱吃味道淡一些的饮食：<ex>他～，不喜欢吃太咸的东西。</ex></def>",形容词。,形容词,菜或汤的味儿不咸。,菜或汤的味儿不咸。,形容词。菜或汤的味儿不咸。,我喜欢吃口轻的，请你少放点儿盐。,31,0,1,1.0,,,,,
231,85,2,口轻,kǒuqīng,kǒuqīng,"<entry id=""29672""><hwg><hw>口轻<sup>1</sup></hw><pinyin>kǒuqīng</pinyin></hwg><def><ps>形</ps></def><def><num>❶</num> 菜或汤的味<small>儿</small>不咸：<ex>我喜欢吃～的，请你少放点<small>儿</small>盐。</ex></def><def><num>❷</num> 指人爱吃味道淡一些的饮食：<ex>他～，不喜欢吃太咸的东西。</ex></def>",形容词。,形容词,指人爱吃味道淡一些的饮食。,指人爱吃味道淡一些的饮食。,形容词。指人爱吃味道淡一些的饮食。,他口轻，不喜欢吃太咸的东西。,33,0,1,1.0,,,,,
232,85,3,口轻,kǒu//qīng,kǒuqīng,"<entry id=""29673""><hwg><hw>口轻<sup>2</sup></hw><pinyin>kǒu//qīng</pinyin></hwg><def><ps>形</ps>（驴、马等）年龄小：<ex>～的骡子。</ex>也说口小。</def>",形容词。,形容词,（驴、马等）年龄小。,（驴、马等）年龄小。,形容词。（驴、马等）年龄小。,口轻的骡子。,22,0,0,1.0,,,,,
233,86,1,合体,hé//tǐ,hétǐ,"<entry id=""20592""><hwg><hw>合体<sup>1</sup></hw><pinyin>hé//tǐ</pinyin></hwg><def><ps>形</ps>合身。</def>",形容词。,形容词,合身。,合身。,形容词。合身。,雪白的工作服很合体。,19,0,0,,1.0,,,,
234,86,2,合体,hétǐ,hétǐ,"<entry id=""20593""><hwg><hw>合体<sup>2</sup></hw><pinyin>hétǐ</pinyin></hwg><def><ps>名</ps>汉字按结构可分独体、合体。合体是由两个或更多的独体合成的，如“解”由“角、刀、牛”合成，“横”由“木”和“黄”合成。</def>",名词。,名词,汉字按结构可分独体、合体。合体是由两个或更多的独体合成的，如“解”由“角、刀、牛”合成，“横”由“木”和“黄”合成。,汉字按结构可分独体、合体。合体是由两个或更多的独体合成的，如“解”由“角、刀、牛”合成，“横”由“木”和“黄”合成。,名词。汉字按结构可分独体、合体。合体是由两个或更多的独体合成的，如“解”由“角、刀、牛”合成，“横”由“木”和“黄”合成。,合体字在汉字结构上更常指上下、左右等结构的字。,86,0,0,,,,,1.0,
235,87,1,合口,hé//kǒu,hékǒu,"<entry id=""20569""><hwg><hw>合口<sup>1</sup></hw><pinyin>hé//kǒu</pinyin></hwg><def><ps>动</ps>疮口或伤口长好。</def>",动词。,动词,疮口或伤口长好。,疮口或伤口长好。,动词。疮口或伤口长好。,啊呀，这儿还没有合口，不能动。,28,0,0,,1.0,,,,
236,87,2,合口,hékǒu,hékǒu,"<entry id=""20570""><hwg><hw>合口<sup>2</sup></hw><pinyin>hékǒu</pinyin></hwg><def><ps>形</ps>适合口味：<ex>咸淡～｜味道～。</ex></def><ci><div class=""title"">词语</div><div class=""cont""><a href=""entry://合口呼"">合口呼</a></div></ci>",形容词。,形容词,适合口味。,适合口味。,形容词。适合口味。,味道合口。,16,0,0,1.0,,,,,
237,88,1,合子,hézǐ,hézǐ,"<entry id=""20616""><hwg><hw>合子</hw><pinyin>hézǐ</pinyin></hwg><def><ps>名</ps>生物体进行有性繁殖时，雌性和雄性生殖细胞互相融合形成的一个新细胞。合子逐渐发育，成为新的生物体。</def>",名词。,名词,生物体进行有性繁殖时，雌性和雄性生殖细胞互相融合形成的一个新细胞。合子逐渐发育，成为新的生物体。,生物体进行有性繁殖时，雌性和雄性生殖细胞互相融合形成的一个新细胞。合子逐渐发育，成为新的生物体。,名词。生物体进行有性繁殖时，雌性和雄性生殖细胞互相融合形成的一个新细胞。合子逐渐发育，成为新的生物体。,在生命诞生的奇妙过程中，雌性和雄性生殖细胞相互融合，形成了一个全新的合子，开启了新生命的旅程。,100,1,0,,,,,1.0,
