subject,item_id,headword,meaning,example,Response,RT_ms,anchor,list
56,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,3153,exp1,List1
56,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,4951,exp1,List1
56,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,7,1448,exp1,List2
57,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,4439,exp1,List2
57,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,2554,exp1,List1
57,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,1938,exp1,List2
57,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,7,1625,exp1,List2
57,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,3615,exp1,List1
57,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,1817,exp1,List2
57,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,1109,exp1,List1
57,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,1294,exp1,List2
57,202,烟花,名词。旧时指妓女。,沦为烟花。,7,1361,exp1,List1
57,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,1256,exp1,List1
58,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,1494,exp1,List1
58,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,3447,exp1,List2
58,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,3,1087,exp1,List1
58,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,2220,exp1,List1
58,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,6,1384,exp1,List1
58,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,3,1536,exp1,List2
58,202,烟花,名词。旧时指妓女。,沦为烟花。,7,1597,exp1,List1
58,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,2550,exp1,List2
58,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,3486,exp1,List2
58,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,1,1420,exp1,List2
59,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,5,1904,exp1,List1
59,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,4768,exp1,List2
59,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,5,3656,exp1,List2
59,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,4367,exp1,List1
59,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,2511,exp1,List1
59,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,5,5563,exp1,List2
59,202,烟花,名词。旧时指妓女。,沦为烟花。,7,3367,exp1,List1
59,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,5921,exp1,List2
59,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,6,5322,exp1,List1
6,202,烟花,名词。旧时指妓女。,沦为烟花。,7,2428,exp1,List1
6,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,3132,exp1,List1
6,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,7,3069,exp1,List2
6,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,4803,exp1,List2
6,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,1426,exp1,List1
6,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,2418,exp1,List1
6,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,3146,exp1,List1
6,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,2311,exp1,List2
6,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,2,1999,exp1,List2
6,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,2,2082,exp1,List2
60,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,5213,exp1,List2
60,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,4043,exp1,List1
60,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,3301,exp1,List1
60,202,烟花,名词。旧时指妓女。,沦为烟花。,7,3270,exp1,List1
60,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,1948,exp1,List2
60,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,5429,exp1,List1
60,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,7,4562,exp1,List2
60,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,2977,exp1,List2
60,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,6987,exp1,List1
60,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,2801,exp1,List2
7,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,7,4086,exp1,List2
7,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,6605,exp1,List1
7,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,7676,exp1,List1
7,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,2861,exp1,List1
7,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,4862,exp1,List2
7,202,烟花,名词。旧时指妓女。,沦为烟花。,7,2709,exp1,List1
7,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,3714,exp1,List2
7,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,1512,exp1,List2
7,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,2370,exp1,List2
7,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,6563,exp1,List1
8,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,2439,exp1,List2
8,202,烟花,名词。旧时指妓女。,沦为烟花。,7,2279,exp1,List1
8,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,1817,exp1,List1
8,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,3988,exp1,List1
8,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,6,3148,exp1,List2
8,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,2185,exp1,List2
8,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,7,4164,exp1,List2
8,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,3204,exp1,List1
8,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,2382,exp1,List1
8,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,3735,exp1,List2
9,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,6600,exp1,List1
9,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,3857,exp1,List2
9,202,烟花,名词。旧时指妓女。,沦为烟花。,6,4594,exp1,List1
9,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,2563,exp1,List2
9,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,7,2972,exp1,List2
9,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,2553,exp1,List2
9,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,6,3310,exp1,List2
9,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,4640,exp1,List1
9,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,3300,exp1,List1
9,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,2044,exp1,List1
